5000 ,1.0
10000 ,1.0
15000 ,1.5
20000 ,1.0769231
25000 ,1.0
30000 ,1.173913
35000 ,1.3478261
40000 ,1.0
45000 ,1.0833334
50000 ,1.1428572
55000 ,1.0
60000 ,1.3
65000 ,1.0243902
70000 ,1.3
75000 ,1.0714285
80000 ,1.0285715
85000 ,1.1162791
90000 ,1.0
95000 ,1.1086956
100000 ,1.16
